rev_ID,drugName,condition,review,rating,date,usefulCount
82100,Liraglutide,Obesity,"""An update I been on Saxenda for 3 weeks I&#039;m still on 1.2 dose a day. I&#039;m so happy started at 224 and I&#039;m at 212 which means I&#039;m down 12 lbs in 3 weeks. I recommend this medication to get you started on a healthier path. My side effects have completely disappear so now I&#039;m really comfortable with my dose I&#039;ll increase this week and see how it goes.""",10,42507,28
82174,Liraglutide,Obesity,"""I&#039;ve been on Saxenda since January 11th and have lost 9lbs.

I have a complex medical history, but being lighter and able to do more with my body is the goal. Weight wise my goal for the first 6 months is to lose 56lbs. 

My side effects thus far have been TERRIBLE. Extreme nausea, acid reflux, severe fatigue - even some moderate to severe dizziness. I&#039;m not enjoying it much HOWEVER - it seems to improve 10 - 12 days after each dose increase.

Dosing: because of my side effects I&#039;ve needed to slow my dose progression. Every 2 weeks I increase by 0.6 mg.

Insurance: In Canada the Public Service health care plan covers this medication  *in some cases*. There needs to be a medical need aside from obesity. 

Good luck everyone.""",9,42417,14
185787,Saxenda,Obesity,"""I started taking Saxcenda 4/1/16. It has only been about 3 days and my starting weight is 240. So far at 0.6 mg, I have no side effects at all. The big difference is noticing that I have no appetite for food at all and no cravings for anything! Forget about 3 meals a day, I am thinking about maybe only doing one or very little at each meal. I can understand why my appetite is suppressed because the drug is supposed to play games with your brain, well I guess it is working just fine. I have to start incorporating the treadmill in with this injection along with the low calorie diet. I hope I still feel this good when I start bumping up the doses in the coming weeks, we shall see. My insurance covers this drug with a 10 copay and 10for needles""",10,42464,18
76836,Lorcaserin,Weight Loss,"""So far I am not impressed.  On the first day I had a dizzy headache, but from the second day on I have had no bad symptoms at all.  That&#039;s the good news!  The bad news is I have been on Belviq for 6 days and I have GAINED 1 pound each day I have been using it!!  On the first day I cut down all portions, ate a salad or small cup of soup for lunch and a smaller portion of dinner--yet each morning I have gained a pound.  It is absurd!  I plan to take the full regimen of pills I bought (and what a bill that was!!), but I don&#039;t know if I will make it to my next doctor&#039;s appointment in 3 months with good news.  I have not been hungry at all, so you&#039;d think the weight would at least stay the same or go down.  Very depressed.. :-(""",1,42381,6
128419,Phentermine,Weight Loss,"""Second month update...I lost 8lbs this month. I was hoping for more but I have not been able to get up to go to the gym due to insomnia.  I am a morning workout person (before work). I have no problem falling asleep but usually wake up after only 3 hrs and then I cannot fall back asleep until right before it is time to get up. As exhausted as I am my next dose of phentermine gets me through the day but it has become a vicious cycle.  Today I skipped phentermine for the first time as my body needs sleep and I plan to resume tommorow. 

Another side  effect I have experienced is constipation but a stool softener took care of that for me.

Overall phentermine has been very helpful . I have been alternating my calorie consumption .""",10,42251,9
81974,Liraglutide,Weight Loss,"""I started Saxenda with the trial box on July 20th. My first t week I lost 8 pounds. My insurance covered me for the full dosage. I&#039;m now less than a month in and I&#039;m down from 260 to 245. I get full very quickly and have slight nausea some days. Dry mouth is my major issue. I no longer feel the need to snack or crave junk food. I can say I&#039;m happy with my results so far. Remember everyone is different and body reacts to things differently. Don&#039;t get discouraged it will pay off.""",8,42591,23
77059,Lorcaserin,Weight Loss,"""I have been talking Belviq for one week and I&#039;ve already lost 3lbs. The headaches lasted the days. I eat less and I walk for 30 minutes everyday.""",10,41945,102
127434,Phentermine,Weight Loss,"""Hey guys checking in again. So when I started I was 198 and now I weigh 145 !!!!
This pill is simply amazing!! I&rsquo;m closer to my goal weight which is 130!
If you&rsquo;ve been reading my previous reviews you&rsquo;ll know everything!!! I still have the blurry vision but that&rsquo;s it. And it comes and goes now. Also. I skip the pill some days, so that I can see if I can eat good without it. And I do well. Bcuz I&rsquo;m a min I won&rsquo;t qualify to take it anymore. So if you&rsquo;re having doubts. I say DONT doubt!! Take it and watch the weight FALL!!!! 
I&rsquo;ll check back in when I&rsquo;m off it guys :)""",10,43032,35
39299,Contrave,Weight Loss,"""I was on Belvique for 5 months. Lost 15# the first 3 months and zero the last 2 months. My doc and I discussed Contrave. I have been on it for 3 wks and I am at 2 pills at night and 1 in the day. I don&#039;t crave chocolate or sodas any longer. The medication makes me woozy if I don&#039;t take it with food. I don&#039;t feel like my body is ready to go to the 2 a day and 2 a night dose because I feel like I have &quot;medicine head&quot; when I take two at night. I can&#039;t concentrate at work like that. I am not tired all day like I was with Belviq. I am sleeping thru the night and wake up refreshed. I have a sense of well being and don&#039;t get stressed at work like I used to. I do get hungry now and then but keep berries as a snack. I eat small meals. No weight loss""",6,42797,11
54513,Bupropion / naltrexone,Weight Loss,"""I have been on Contrave for 1 month and have not lost an ounce. I am taking it two times a day. It is not curbing my appetite at all. I am active and walk at least 4 or more miles a day and do extensive yard work in the FL heat.
Any ideas?""",1,42924,7
108348,Bupropion / naltrexone,Obesity,"""I&#039;m on day 3 of Contrave, lost 3.5 pounds so far. I&#039;m a 46 YO Female with 80+ pounds to go. Had been feeling fine until today-major nausea and dizziness. A few sips of cold water and a couple of Wint-O-Green Lifesavers later, I&#039;m feeling a bit better. Definitely helping with portion control-I get the &quot;I&#039;m full&quot; signal now. Prior, I didn&#039;t really get cravings, but if food is there, I can really put it away. Making healthier food choices, more fruits and veggies and I do not at all feel deprived. Even got in some Tae Bo DVD excercise (not that I could keep up but did my best and kept moving, was proud of myself!) I don&#039;t feel &quot;spaced out&quot; like I did on Phentermine some years back. Very happy so far, hopefully the nausea is just temporary.""",9,42156,34
108296,Bupropion / naltrexone,Obesity,"""Update from previous post. Day 14, now at  2 pills in morning and 1 at night. No side effects. No weight loss. Doc says to give it 6 weeks, then if no response to stop.""",3,42185,5
128741,Phentermine,Weight Loss,"""This pill works!  I do advise that you eat breakfast wait 30 mins and drink water throughout the day. If you don&#039;t get hungry eat something wholesome. My experience with headache, and mood swings was due to me not feeling hungry, yet my body still needed fuel. Listen to your body! I&#039;m at a weight that I&#039;m happy with. I do exercise its my therapy. One seventy three from 205! Also it helps with my blood pressure. Eating is so much easier. I can think about what I need to prepare versus just grabbing the first snack, not so good choice that would satisfy me. Know your body, breath don&#039;t over think, be happy. This is coming from me!It helped along with small positive changes. Peace!!""",10,42088,113
55202,Bupropion / naltrexone,Obesity,"""Hi this is my 4 month check in! I started this medication at 198lbs and 5ft 5in. As of today I have lost 30lbs!! The first month was kinda hard for me because this medication made me feel really foggy headed and tired, but that all went away in my second month.I know feel normal which is great to me. The first 3 months I did not excersise at all just worked on my diet but I found my monthly weight loss came to a stop. So I recently started to walk 5 miles a day and that has helped me to loose 6lbs in 2 weeks. This medication dose work but you have to put forth the effort. I have been really focusing on portion control and with that the first 20lbs just melted off!!""",10,42401,48
39507,Contrave,Obesity,"""Garbage.  I didn&#039;t lose a pound.  I followed the program and it did nothing except cost me 150.00 in pills.  What a joke!""",1,42553,9
81767,Liraglutide,Obesity,"""I have had a 30lb weight gain since May of last year, so I finally was able to get Saxenda prescribed to me! And I am thrilled! I just finished my 2nd week and I have lost NINE POUNDS in 12 days! This is with NO excercise other than normal walking at work and house cleaning. It has curbed my appetite I have been keeping a daily food journal , I am on dose 1.2 and have a VERY hard time eating more than 800 to 900 calories a day and keeping my carb intake under 90 or less. Of course the low calories are the largest part of the weight loss. I have found that Saxenda has given me the ability to walk right past any snacks , I am excited to be on this  journey! Will give an update on weight next week.""",10,42798,29
185293,Saxenda,Weight Loss,"""Hello all, just back from the doctor...lost another 3.2 lbs...started at 266.7 lbs on June 19 and now at 229.0lb. on Nov 17. Lost total of 37.7 lbs. in 5 months. As you approach your ideal weight you start to lose less and less. When I started, I was barely eating but now back to 3 meals a day but the nice thing about this medicine is that it also teaches you how to eat. I could probably lose more but my goal is 225 lbs ( 4 more pounds ) and then I will stop. Also, I followed the dose schedule. Made it to 3.0 then went backwards and now at 0.6 again. Once I reach my goal, I am stopping as the meds are costing me $450 a month with needles. Don&#039;t be discouraged. This stuff works. Try and exercise as well and the pounds will melt off.  Cheers.""",10,43056,5
128710,Phentermine,Weight Loss,"""I&#039;m an 18yr old female, I used to weigh 115lbs and absolutely loved my body and and then over the past year  had some stressful things happen and I gained 35 pounds. Tomorrow will be one week since I started phentermine, I love it so far. I could count all of the food I&#039;ve eaten on one hand since I started and I used to go from eating out at least once a day sometimes up to three times a day and now I have no desire. If someone offered to take me to my favorite restaurant for free I would turn it down because I literally have no appetite. Only bad thing is without eating I feel a little dizzy and out of energy sometimes but it&#039;s so worth the energy boost in the morning and loss of appetite.""",9,42117,21
128773,Phentermine,Weight Loss,"""I&#039;ve been taking phentermine for 2 months and I have lost 22 pounds. I haven&#039;t exercised just my normal active life as a mother and student. The only side effect I&#039;ve had is severely dry mouth and no appetite. I literally force myself to eat something""",9,42053,118
29177,Topiramate,Obesity,"""I am on day 4 now and I am pretty spacey.  I feel like I have smoked weed honestly. However, I started at 277 and I am at 272 this morning. I am taking 50 mg twice a day. So I think what I will do since I have to work is cut them in have and do half in the morning half at lunch half at dinner and half at bed time so its not so crazy. Lol. It does cause slight memory loss and a little tingly feeling but its not unbearable. I have noticed I do not want any sweets. I crave fruit. And veggies. Or nothing. I had 36 cookies on my desk Friday and didn&#039;t eat one of them... This is very worth it. And the side effects do wear off after a while. Thats how I know its time to take another half. I will update later. Yay I extremely happy!!""",10,42722,79
128852,Phentermine,Weight Loss,"""I need to lose 30 lbs. I tried every thing, even the HCG diet. I was so hungry on that diet, it made me gain more weight. I tried phentermine 37.5 mg 7 days ago, and I am down 5 lbs. the first day I took it, I didn&#039;t eat all day long. It was weird and scary at the same time. I just wasn&#039;t hungry at all. My energy level was at the highest I ever felt. I had to keep moving. The next day, my body started getting use to the pill. I don&#039;t night snack any more. My last meal is around 7pm. If I start exercising I will probably lose more weight faster. side effects: thirsty all the time, but that helps me to get my 8 glasses of water intake. Sometimes I feel kind of emotional. that&#039;s about it.""",10,41854,58
52169,Adipex-P,Weight Loss,"""I&#039;ve be taken Adipex since May of 2012.  I&#039;m 5&#039;2&quot;, and started off weighing at 180 lbs. It&#039;s now January 18, 2013 and I weigh a beautiful 145 lbs. I FEEL GREAT! """,10,41292,96
4484,Belviq,Weight Loss,"""I have chills and a terrible headache.  Feel nauseated and I only took one pill. First day and I am hating side effects. I also have rapid heart . I will give it two more days. I am not going to deal with bad side effects for any longer than that.""",1,42672,17
145583,Qsymia,Obesity,"""I have just begun taking Qsymia, still on 3.75 mg. In a month, I&#039;ve lost 14lbs. no exercise, but I did slightly change my eating habits. A lot of spinach salads, yogurt, ONLY water to drink.. Occasionally I still eat whatever my kids eat(junk) but it has really curbed my appetite and I&#039;ve had no real side effects so far.. Will be increasing to 7.75 this week. I am pleased so far.""",9,42500,30
138542,Phentermine,Obesity,"""Started taking phentermine, August 30, 2013. Weighed in at 219lbs. Weighed on Sept 4 at 212lbs. So it is working. I don&#039;t have a lot of energy. I was working out 2 to 3 days a week before I started. So today I&#039;m taking B12 supplement to see if that will help me. Overall it&#039;s okay and I need this weight off of me. It&#039;s not attractive.""",9,41524,27
165207,Phentermine / topiramate,Obesity,"""Qsymia works for me. It is true. It makes you thirsty and makes diet soft drinks taste like brake fluid. Totally kills my craving for sweets. The good news, I was closing in on the 300lbs mark...less than two months later, almost at 260 lbs. I am a weight watcher so I have an accurate record of my weight loss. Also, I go to my local YMCA and workout six days a week.""",10,41546,85
173330,Alli,Obesity,"""I used Alli  for about three weeks .  I didn&#039;t notice it helping me lose  weight faster than I can with a weight watchers program . It did increase my bowel movements. I did have some stomach discomfort and gas. I stopped using it at the end of the third week because I went out to dinner and took my pill with my meal  and it made me extremely ILL.  Vomiting and  Diarrhoea  for over eight hours !!!  I would not recommend this product to anybody !!!  Weight watchers is working out very well for me .  Eating healthy and exercise is the only way to go, there is no magic pill!!!  I had to find out the hard way !""",1,42779,26
100881,Orlistat,Obesity,"""I started taking Xenical 2 weeks ago. Been hard to stick to a healthy diet. I&#039;ve seen it all, the oily etc. But have lost 4 pounds. I have managed to eat healthier the past 2 days. Am going to stick to eating healthy. I need to lose at least 2 stones in the next 3 months.""",7,41796,19
128557,Phentermine,Weight Loss,"""I&#039;ve only been on phentermine 37.5 since June 23, 2015.  My starting weight was 220 at 5&#039;5&quot; and this morning I weighed in at 214.8.  I take it every morning as soon as I get up in the morning with 1-2 cups of water.  It does make me really thirsty (so I have been drinking more water) and the first few days, my sleep was so off and I felt really jittery. I have definitely noticed that I don&#039;t eat as much. Even if I try to eat a lot, I feel bad so I don&#039;t try much :)  I try to attend boot camp 1-3 times a week.  I can&#039;t wait to see results within the next week and days to come.""",9,42186,20
128024,Phentermine,Weight Loss,"""Second day taking it. Today I felt weird no energy just concentrated on things more. No appetite but made myself eat something small and healthy every three hours. I have 110 lbs to lose I hope this helps I walk at night after work and gym in morning for a hour.""",5,42601,3
76719,Lorcaserin,Obesity,"""I have been on Belviq for a week. I have not had any side effects and I&#039;ve lost 7lbs. It&#039;s been a great motivator.  I check in next week to give more update.""",10,42634,32
127406,Phentermine,Weight Loss,"""Started Phentermine 37.5mg about 10 days ago. Weight 199LB and 5&rsquo;8. MD suggested due to health problems aNd impaired mobility. Week one I lost 5 lbs and only took the pill 2 days, skip a day, one pill, and skip a day again.
I could barely eat bites of food... that&rsquo;s why I staggered the dose. I was only extremely thirsty and felt  &ldquo;off&rdquo; so I&rsquo;d force myself to eat fruit, or something small. 
I really want the weight off but I know diet and exercise are a must... No magic pill....just short term booster.
I do exercise 3 x week light low impact. I plan to work hard with healthy eating, exercise, and this pill as needed.
I&rsquo;m thankful for the assistance, but realistically learning to have healthy habits is key??""",8,43064,4
165116,Phentermine / topiramate,Weight Loss,"""I have been on a weight roller coaster since my early twenties. Since my family history of early demise of heat/health issues due to weight I decided to take a stand. I have lost pounds and regained pounds. I did some research online and found this medication. As stated I had to do some talking and consulting with my physician to try this. I will put it simply in the 14 day &quot;dosing&quot; period I lost nearly 15 lbs. I have been on Qsymia for a little over two weeks now and started on the 7.5MG and I have lost a little over 21 lbs. I must admit I was a little aggressive on the exercise but I do not think I was able to do this even as a teenager. Truly excited about what the future holds for this outstanding motivational experience.""",7,41767,112
39626,Contrave,Obesity,"""To DIVERGIRL

Just bring your rx to another pharmacy and don&#039;t give them any insurance info...tell them u don&#039;t have any and you only have the coupon card..it shouldn&#039;t cost you more than 60-70$""",8,42436,50
145461,Qsymia,Weight Loss,"""I&#039;m a middle aged woman.  Along with my first hot flash about 10 years ago, came the weight gain.  Since 2008 I had gained about 50 lbs.  Then, in the summer of 2016, I was in a clinical trial for Dasotraline. By the time Phase 1 had ended, I had gained 30 lbs, now weighed 225.  I&#039;ve tried every combo of diet and exercise through the years,  I threw in the towel and was basically waiting to die. About 3 weeks ago, my head popped out of my butt and I decided I deserved to be happy and healthy.  Back in the gym, clean eating, and no diet soda.  The scale did not move. I had my physical.  Doc prescribed Qsymia.  Insurance did not cover.  My 1st weeks was reduced to $60 not free!!  I&#039;ve been on for 3 days.  No changes yet  I&#039;l keep you posted""",5,42834,20
128032,Phentermine,Weight Loss,"""I started Phentermine 37.5mg daily on 8/3/16. My weight was 272 while at my physical with my doctor. I had been exercising and watching my diet for about  3 weeks prior to that and lost 17 pounds. This morning marks one week of taking phentermine and i weighed in at 265. I use this pill to help resist temptations, not to stop me from eating or drop caloric intake. Yes, I can tell that I am not hungry all the time but I still make myself eat something light and healthy. My goal is to lose weight, not end up in a hospital. I exercise at least four times a week in which I prefer to walk briskly. I truly believe it has made a huge difference in my outcome. I have energy throughout my day and I sleep well at night.""",8,42592,29
128330,Phentermine,Weight Loss,"""Male, age 49. I&#039;ve climbed the ladder to a nice cushy office job with little or no walking. Regular days are 12-16 hours, leave when it&#039;s dark come home when it&#039;s dark. A co- worker introduced me to his doctor for a wellness visit, he prescribed phentrimine 30 mg and I&#039;ve lost 14lbs in 30 days. I honestly have very little time away from work and this loss in weight was simply smaller portions, lots of water and having enough self control to eliminate all high fructose corn syrups and eat lots off veggies, and no fast food. Enjoy and don&#039;t bow to temptation.""",10,42348,3
108558,Bupropion / naltrexone,Obesity,"""I have been on Contrave for a week. I&#039;m going on my second week and I have dropped about 11 lbs. I started at 197 and today I&#039;m 188. I&#039;m so happy this is working. I have tryed everything to loss and nothing was working till my doctor told me bout Contrave. I have not had any side effects. And now I eat a lot smaller portions and I don&#039;t want the craving of snacks""",8,42065,33
55309,Bupropion / naltrexone,Obesity,"""Today is my first day on this. I am a 42 yo female. My beginning weight is 211 lbs. not gonna lie, reading get side effects scared me, but I decided to try. I&#039;m cautiously optimistic. So far mild jitters.""",3,42353,2
138468,Phentermine,Weight Loss,"""I was at 185 now 174!! So far 11lb down in a little less than two weeks.. super excited! My goal weight is 130-135. 185 is the most i ever weighed..i dont think i look it, but the scale doesn&#039;t lie! Lol. Ive had a few symptoms so far...dry mouth, lasts all day whether i chew gum, drink water. Insomnia is horrible, i can have three hours of sleep and be fine all day. I use to get really jittery and want to move around but so far i havent been super hyper like i was. Today i felt my hands and feet tingling not bad though. I have also had a headache the past two days...which it may not even be from this hopefully itll go away. I also would have hot.flashes but then get cold. Overall im just excited to see results!!""",9,41587,48
4655,Belviq,Weight Loss,"""I am on my 2nd week ( 7/10/15). First week felt horrible - morning headaches, severe dry mounth....actually gained weight. At the begining of the 2nd week - headaches gone but now have mild body aches...still wtih dry mouth but lost the initial weight plus 2 pounds!!  I do not feel hungery at all...but it took about a week for it to kick in.  The cost is prohibitive...I will not re-order. Even with Insurance I can not afford $200.00 out-of-pocket. It DOES NOT give you energy like Phentermine....just makes you feel full.  Oh, also, very constipationg!!!!!  I will finish the bottle - it is working for me. You have to be a &quot;responder&quot; to this medication and only 50% of people are ( I didn&#039;t know that) see if you can get the first 15 days free""",7,42205,32
76968,Lorcaserin,Weight Loss,"""I have been on this medication for about a month and a half and have not lost one pound. I drink water and have even eaten healthy. The only thing this medicine does is help me sleep better. It does not curve my appetite at all. I will go back to phentermine,  it actually works. I do not recommend this medication.""",1,42135,21
39975,Contrave,Obesity,"""I started this drug 2 months ago.  I&#039;ve lost 19 lbs since I started, but not totally positive it&#039;s because of the drug.  This is supposed to suppress your appetite, and mine has been full on since I started.  I&#039;ve also had quite a few side effects, some I&#039;ve seen mentioned, some not:
Constipation-  It&#039;s usually a few days between and typically fairly painful
Nausea- This is new.  2 months in and it was really bad.
Light Headed- This came with the nausea.  Combined it was so bad I couldn&#039;t look at my phone and I couldn&#039;t drive.
Muscle Fatigue- My legs were fatiguing 20 mins into a workout, which is really abnormal for me. """,8,42201,9
128266,Phentermine,Weight Loss,"""Good results.""",9,42395,1
82004,Liraglutide,Obesity,"""I have been using victoza then switched to saxenda. Been on saxenda for months.  Have continued to gain weight, not lose.  I am on 3.0 saxenda .  Was on qsymia prior to victoza, and lost about 25-30 lbs, until my insurance deemed it a diet drug and now won&#039;t pay for it! Any thoughts would be appreciated very much. I feel like a big whale, especially around my middle area. I want my qysimia back, but it is expensive and cannot get my pcp or endocrinologist--who prescribed it in the past- to prescribe it now due to being termed weight loss drug. My A1c went down a lot on qysimia as well.  Topamax  didn&#039;t work by itself as I have tried that too!!  I want my qysimia back!!""",1,42633,11
138558,Phentermine,Weight Loss,"""I started Adipex on January 15, 2013. I am 24 years old  5&#039;5 and my weight during that time was 259lbs sadly. Today it is April 23, 2013 and I have lost 38lbs! I have tried many other diet pills but never had any luck. I have tried to exercise and watch calories without the help of diet pills but it just wasn&#039;t working for me. Yes, there were side effects high blood pressure/high heart rate (WATCH FOR IRREGULAR HEART BEAT), If so call the doctor that gave medicine. As long as I drank a lot of water the side effects decreased and was tolerable. I would recommend this to anyone who has a hard time sticking to diet and exercise. This pill has worked great for me. Drink only water, get rid of sugar. Walk at least on mile a day.""",10,41387,90
55108,Bupropion / naltrexone,Obesity,"""I have been taking Contrave now for four days. I haven&#039;t seen a positive effect to this medicine yet. I have had nausea, dizziness and headaches all four days. I have went home from work everyday and slept at least 2 or 3 hours. I&#039;m hoping that this feeling will pass.""",5,42460,8
81623,Liraglutide,Weight Loss,"""Prior to this medication it took me a month to lose 5lbs with strict dieting and vigorous exercise. I&#039;ve been on this med exactly 2 weeks and have lost 6.8lbs. Female, 5&#039;3&quot; and went from 204.5lbs to 197.7lbs. Keep in mind this is with absolutely no exercise (primarily because it&#039;s made me feel so nauseous) and no fancy diet plan and with a couple days dining out. I eat a fraction of what I used to eat and often have to remind myself to eat at all. This stuff is phenomenal and now I feel like it&#039;s actually possible for me to lose weight. Nausea has been the primary side effect, it&#039;s been rough at some points but manageable. I plan to start working out again next week so I&#039;ll definitely post an update after another month or so""",10,42929,17
127540,Phentermine,Weight Loss,"""Height: 5&#039;2..
Starting weight: 194..
Current weight: 186..
Goal weight : 150..

I have been on the pill on and off for 3 weeks. This pill is a great help when I work morning shifts. I have changed my diet a lot so I&#039;m not sure if its the pill or just the change in diet thats helping with the weight loss. But I&#039;ll continue doing what I&#039;m doing and hope the pounds still fall off.This pill definitely gives you energy and makes your throat very dry. It doesn&#039;t make me want to drink more water so that&#039;s still a struggle lol.""",5,42950,16
138572,Phentermine,Weight Loss,"""I love Adipex it helped me reach my goals. """,9,41355,36
55157,Bupropion / naltrexone,Obesity,"""Started taking Contrave Monday March 28, woke up today March 31 with the worst headache I have ever had and nausea so bad it felt like the nori virus. I do not recomend this product. I feel a little better now at lunchtime, all I feel like eating is soup""",1,42460,8
4821,Belviq,Weight Loss,"""I have been on Belviq for over a year and have been able to finally control what I eat. I was 206 pounds and am now down 164 pounds. I am sorry I did not try it sooner as my overall health has gotten better from cholesterol, blood sugar and sleep. My doctor says I will see my ache knees feel better after another 15 pounds.He says most of his patients are good dieters but bad exercisers for the most part. Just happy to get better health.""",10,42052,154
4660,Belviq,Weight Loss,"""I have been on Belviq for 7 days. The first few days were not good I was super dizzy and I felt like I was drugged well I guess I was. I went 5 days and was seriously thinking about giving up but I had read that the side effects would get better and sinse I had the free trial for 2 weeks I wanted to keep trying. I didnt lose anything either and still felt hungry. Finally the 6 day I didnt feel hungry and finally lost 1 lb. This morning down another 2 making that 3 lbs in 6 days. Well Im willing to finish the 2 weeks before I decide. Im not as dizzy the 6th and 7 th day it has gotten a little better. All I can say is Im thankful for only one side effect so far and I finally dropped 3 lbs and I noticed on day 5, 6 and 7 Im not as hungry.""",5,42198,32
52104,Adipex-P,Weight Loss,"""I absolutely LOVE this medicine. I lost 30 pounds on it last year and have lost 7 lbs on it in the last month (no exercise). It makes me feel good and gives me the energy to get things done. My libido had been down due to being on anti-depressants BUT this medicine has affected my libido in a GOOD way. It also helps tremendously because I have ADHD. It helps so much with that too. I love this medicine.

HOWEVER don&#039;t drink a lot when you take it. When I first started it last April I drank WAY too much and ended up in the hospital. The doctor was amazed that they hadn&#039;t told me not to drink on it but all is well now.""",9,40681,19
46067,Phendimetrazine,Obesity,"""I have been taking this medicine for 2 1/2 weeks along with a high protein diet of 800 calories a day. I have lost 15 pounds so far. No side effects for me with the exception of the sweet taste in my mouth. It works. I love to eat...thats how I got to where I am, but I have to force myself to eat these days.""",10,40624,22
76934,Lorcaserin,Weight Loss,"""Been on the med a month now.  Down 10 lbs.  Tiredness went away but have been having really irritating chest pains every day.  Cardiologist said I was fine so I really don&#039;t know what&#039;s going on.  Had to stop the med pre-surgery for four days and the pains stopped.  Back on the med and they&#039;re back again.  Wondering if anyone else has this issue.""",6,42192,17
145852,Qsymia,Weight Loss,"""I tried this medicine for 2 months, I lost 9 lbs. It was hard falling asleep at night, most nights I couldn&#039;t fall asleep until 4 or 5 am. It also made me feel depressed.""",1,41488,43
40058,Contrave,Obesity,"""I had about 25 pounds to lose so my doctor prescribed Contrave. I was super excited to try it! I took it for two days and woke up the second day with the worst migraine of my life and vomiting.  I stopped taking it but felt ill (nauseous) for the rest of the week. That Saturday I got a fever. My Tuesday my fever had spiked to 103 and I was vomiting with a headache. I went to the ER and my liver enzymes had shot through the roof (almost 400). The doctors think I got Hepatitis from this medication.  I have been so sick, nauseous, fever, chills, body aches, fatigue, headaches.  I was a totally healthy (although a little overweight) 40 year old female who doesn&#039;t drink or do any drugs who got seriously I&#039;ll on this medication.""",1,42119,23
76244,Liraglutide,Weight Loss,"""Today is November 17, and I just finished my second week using saxenda. It has sure been a life saver for me. I have dieted with every diet out there, lost a few pounds, but always hungry and always felt I was giving up the foods I love. I am a food addict, no doubt about that. I eat when I a happy, I eat when I am sad, I eat just to eat. I think of food 24/7. This medication has helped me with this. I still think about food, but I don&#039;t obsess about it, and I still eat what I want, but in much less amounts. I am down 6 pounds, and excited to see how this goes. I will be going up to 1.8 this week.
Dawn""",10,43056,2
39868,Contrave,Obesity,"""me and my boyfriend have been on contracts for 1 week I am down 4 lbs him 6! We have noticed we don&#039;t even think about snacking anymore and we have to make ourselves eat something . He has had no side effects I was nauseated a couple times but it didn&#039;t last long! Can&#039;t wait to see what the results are after a month!""",10,42259,26
185531,Saxenda,Weight Loss,"""I started this medicine five days ago. I suffered from some pretty notable nausea the first two days, and occasionally I get a little lightheaded. Those symptoms have basically worn off, and this is completely tolerable considering I have lost 8 lbs (182 to 174 &amp; I&#039;m only 5&#039;3&quot;) in this short period. My appetite is barely there, and I&#039;m full very quickly when I start eating. It&#039;s one of those, &quot;OMG I can&#039;t eat another bite&quot; feelings which is so strange to me. I&#039;ve always been a member of the clean plate club!  My doctor was prepared to prescribe Victoza instead of Saxenda in the case that it wasn&#039;t covered by my plan, but they only required a prior authorization. I know the weight loss can&#039;t continue this quickly, but it&#039;s amazing so far!!!""",10,42831,18
127414,Phentermine,Weight Loss,"""I started taking phentermine 37.5mg October 18, 2017 once a day. I initially weighed in at 211lb on the date I started taking the medication. As of today November 18, 2017 I have lost 20lbs. I am down to 190lbs!!! I have completely changed my eating habits to no red meats, fried foods, starches, and I try to keep my calorie count right at 1425 per day which was difficult at first but now its much easier. I don&#039;t drink soda of coffee anymore but I&#039;m super thirsty all the time. The first weekend I took the medication it made me very jittery and I suffered from insomnia and horrible headaches. After the first four days of being on the medication my symptoms improved and eventually went away. I would recommend starting this medication on a weekend.""",9,43058,5
76845,Lorcaserin,Weight Loss,"""6 weeks into Belviq, and while I don&#039;t have the dreaded headache, I have not lost any weight at all, despite of dropping from 3 meals a day to 2, and giving up  soda (diet or regular).  I feel fine, sleep well, but weight exactly the same as I did before I started.""",1,42358,21
81752,Liraglutide,Obesity,"""I&#039;m a 27 year old female and I&#039;ve benn taking Saxenda for two months now. At the beginning the weight loss was rapid, but there were severe side effects. Mainly nausea and constipation, but also dry mouth and tiredness. Now it&#039;s all gone though. You should know- it&#039;s not a wonder drug. True- I&#039;ve lost 24 lbs (11kg) in 2 months, but I really pay attention to what I eat and go to the gym 3 times a week. You still need to do the work. What Saxenda does: now your work will finally have results. Which makes it much easier to keep going. By the way I&#039;m only using the 1.8 because my doctor told me to try to avoid using 3 dosage until I really need it. When you reach the &quot;plateau phase&quot; and stop losing weight that&#039;s the time to increase the dosage""",8,42843,21
54745,Bupropion / naltrexone,Obesity,"""Female age 40 height 5&#039;2 305lbs. Started Contrave on 3/29/17. Week 1 I lost 6lbs!! Now 299lbs. I am pre diabetic and my doctor put me on Metformin. This was a BIG wake up call for me. I feel mentally ready to do this. So far symptoms have been nothing bad a few stomach cramps, food taste blah, a little nausea but only when I don&#039;t drink enough water. I do go to the bathroom more often about 4 times a day. I don&#039;t have cravings and I feel full. I have changed my diet big time, no carbs, fish and lean meats, lots of eggs, tons of water and small snacks throughout the day. I feel good, no tiredness like others that I read. I will continue to update weekly, I feel this will make me accountable and it may help someone who is like me struggling.""",7,42830,68
39030,Contrave,Weight Loss,"""I am 2 days into week 3. I have had zero side effects but I&#039;ve had 0 weight-loss and no loss of appetite. I don&#039;t know what I&#039;m doing wrong. Any suggestions?""",2,42929,5
